Element,X,y
inst_16759,101,90
inst_74820,101,210
inst_68936,101,180
inst_30084,101,90
inst_65060,101,90
inst_10752,101,120
inst_1180,101,60
inst_7511,101,210
inst_44944,101,210
inst_89229,101,210
inst_43386,101,60
inst_68114,101,210
inst_40727,101,120
inst_66939,101,60
inst_91729,101,120
inst_28508,101,210
inst_78535,101,120
inst_62112,101,90
inst_78325,101,60
inst_100117,101,60
inst_30974,101,180
inst_68329,101,180
inst_101065,101,120
inst_18194,101,90
inst_41388,101,60
inst_92783,101,120
inst_71993,101,180
inst_38496,101,60
inst_2920,101,180
inst_23956,101,210
inst_105002,101,60
inst_73764,101,180
inst_74642,101,180
inst_61010,101,60
inst_14753,101,90
inst_42562,101,120
inst_28412,101,180
inst_86192,101,150
inst_18108,101,60
inst_10463,101,180
inst_26774,101,60
inst_15211,101,150
inst_95577,101,120
inst_82084,101,180
inst_69210,101,210
inst_56110,101,120
inst_32303,101,60
inst_90652,101,180
inst_58936,101,60
inst_11136,101,180
inst_53115,101,120
inst_21591,101,210
inst_100799,101,150
inst_53201,101,120
inst_23762,101,210
inst_58799,101,120
inst_95329,101,120
inst_44346,101,60
inst_70391,101,180
inst_105012,101,210
inst_97944,101,120
inst_20975,101,120
inst_48589,101,180
inst_90949,101,180
inst_89585,101,210
inst_15863,101,120
inst_5169,101,210
inst_88706,101,150
inst_98865,101,120
inst_19196,101,210
inst_24425,101,210
inst_89680,101,210
inst_34533,101,60
inst_62828,101,210
inst_84528,101,60
inst_78464,101,120
inst_27055,101,150
inst_45,103,120
inst_80964,101,180
inst_30091,101,180
inst_66397,101,210
inst_8696,101,210
inst_90992,101,180
inst_2142,101,150
inst_82945,101,120
inst_83528,101,120
inst_79647,101,150
inst_44723,101,60
inst_4103,101,60
inst_103594,101,60
inst_93202,101,150
inst_31327,101,210
inst_25378,101,180
inst_31640,101,210
inst_19897,101,90
inst_82139,101,180
inst_22921,101,210
inst_103878,101,60
inst_89637,101,210
inst_86401,101,150
inst_76430,101,120
inst_75152,101,210
inst_94411,101,180
inst_22259,101,210
inst_25445,101,120
inst_66286,101,120
inst_65178,101,120
inst_25698,101,120
inst_100578,101,150
inst_53653,101,120
inst_80790,101,90
inst_103215,101,60
inst_12979,101,180
inst_71275,101,210
inst_33172,101,120
inst_77671,101,120
inst_91896,101,120
inst_45763,101,180
inst_22062,101,180
inst_47328,101,180
inst_31409,101,210
inst_64304,101,60
inst_83977,101,180
inst_98892,101,150
inst_75082,101,210
inst_47565,101,60
inst_90578,101,150
inst_28850,101,180
inst_95957,101,150
inst_34095,101,210
inst_60947,101,60
inst_45382,101,180
inst_76451,101,210
inst_96148,101,150
inst_24242,101,210
inst_64179,101,60
inst_16174,101,180
inst_3505,101,120
inst_14962,101,210
inst_2282,101,60
inst_83284,101,180
inst_94900,101,120
inst_101549,101,60
inst_70356,101,90
inst_27614,101,120
inst_9935,101,180
inst_39362,101,60
inst_50109,101,180
inst_104348,101,210
inst_79239,101,120
inst_97992,101,180
inst_67032,101,120
inst_33602,101,60
inst_50075,101,60
inst_48947,101,180
inst_124,103,90
inst_61560,101,210
inst_98808,101,120
inst_105076,101,120
inst_85599,101,210
inst_98255,101,180
inst_45088,101,60
inst_69960,101,120
inst_13285,101,60
inst_43911,101,60
inst_44682,101,120
inst_65686,101,90
inst_88472,101,150
inst_92272,101,60
inst_71001,101,120
inst_44231,101,120
inst_5831,101,60
inst_59356,101,210
inst_56489,101,210
inst_47112,101,120
inst_61197,101,210
inst_14847,101,90
inst_78590,101,120
inst_52485,101,120
inst_14603,101,180
inst_104955,101,120
inst_65076,101,90
inst_101989,101,60
inst_34663,101,60
inst_23009,101,60
inst_26531,101,150
inst_23206,101,60
inst_43663,101,180
inst_32255,101,60
inst_60891,101,60
inst_4825,101,60
inst_86279,101,210
inst_94472,101,180
inst_75825,101,120
inst_49363,101,120
inst_90298,101,210
inst_56522,101,180
inst_50736,101,180
inst_83695,101,180
inst_81799,101,180
inst_91409,101,60
inst_99962,101,150
inst_17761,101,150
inst_26152,101,210
inst_59590,101,150
inst_45044,101,210
inst_46343,101,120
inst_18241,101,210
inst_70598,101,180
inst_99884,101,150
inst_93226,101,150
inst_19165,101,60
inst_48799,101,150
inst_34437,101,210
inst_70938,101,120
inst_95523,101,150
inst_102205,101,150
inst_48808,101,120
inst_69160,101,180
inst_33520,101,120
inst_64792,101,120
inst_90893,101,180
inst_86196,101,150
inst_78344,101,60
inst_97687,101,120
inst_85933,101,180
inst_36812,101,120
inst_97197,101,180
inst_84680,101,120
inst_1779,101,120
inst_85433,101,150
inst_86066,101,150
inst_18626,101,90
inst_1573,101,210
inst_77749,101,120
inst_29612,101,180
inst_67988,101,210
inst_77825,101,120
inst_17184,101,90
inst_64410,101,90
inst_32733,101,120
inst_61965,101,210
inst_2958,101,120
inst_25421,101,180
inst_25138,101,180
inst_36464,101,60
inst_85352,101,210
inst_90281,101,60
inst_102991,101,60
inst_5962,101,210
inst_49124,101,180
inst_65592,101,120
inst_1531,101,120
inst_61781,101,60
inst_28128,101,210
inst_97048,101,180
inst_57469,101,180
inst_52203,101,180
inst_4364,101,150
inst_82526,101,120
inst_83322,101,150
inst_55165,101,120
inst_32496,101,180
inst_11850,101,60
inst_808,101,180
inst_44729,101,120
inst_48319,101,60
inst_77244,101,60
inst_62326,101,210
inst_84702,101,60
inst_41538,101,120
inst_40374,101,60
inst_80864,101,210
inst_97358,101,150
inst_36902,101,120
inst_37250,101,60
inst_39796,101,180
inst_94131,101,150
inst_74565,101,210
inst_2448,101,60
inst_14264,101,180
inst_42417,101,60
inst_25218,101,90
inst_98525,101,210
inst_12234,101,60
inst_30396,101,210
inst_100893,101,210
inst_63647,101,210
inst_93448,101,210
inst_10316,101,60
inst_104647,101,60
inst_98571,101,180
inst_94404,101,180
inst_32965,101,60
inst_77121,101,60
inst_74138,101,180
inst_37521,101,180
inst_35504,101,60
inst_73653,101,60
inst_46038,101,60
inst_41683,101,210
inst_37653,101,60
inst_84688,101,120
inst_28764,101,210
inst_53579,101,120
inst_68339,101,180
inst_101637,101,60
inst_63821,101,120
inst_35039,101,60
inst_86402,101,150
inst_45985,101,210
inst_18974,101,180
inst_80083,101,60
inst_4268,101,210
inst_24814,101,210
inst_48227,101,60
inst_13148,101,60
inst_31270,101,60
inst_27869,101,120
inst_18020,101,180
inst_88540,101,120
inst_102308,101,210
inst_51323,101,120
inst_32327,101,120
inst_11514,101,180
inst_62910,101,210
inst_19262,101,210
inst_66289,101,90
inst_69982,101,60
inst_65969,101,120
inst_62199,101,210
inst_79061,101,180
inst_30323,101,180
inst_46723,101,120
inst_51868,101,60
inst_31298,101,180
inst_91321,101,210
inst_56096,101,120
inst_57402,101,180
inst_10497,101,180
inst_54751,101,120
inst_25690,101,210
inst_74564,101,210
inst_679,101,60
inst_62135,101,90
inst_10895,101,60
inst_27784,101,180
inst_53443,101,120
inst_61616,101,60
inst_77425,101,210
inst_90741,101,120
inst_72844,101,120
inst_41369,101,120
inst_80341,101,210
inst_59744,101,90
inst_4578,101,60
inst_3108,101,150
inst_56089,101,120
inst_2103,101,120
inst_100809,101,150
inst_8102,101,60
inst_56802,101,180
inst_55728,101,120
inst_24910,101,180
inst_100565,101,150
inst_70824,101,120
inst_65435,101,120
inst_98506,101,60
inst_89347,101,60
inst_63759,101,60
inst_7118,101,60
inst_100780,101,180
inst_44592,101,180
inst_49142,101,180
inst_2201,101,90
inst_33866,101,210
inst_65747,101,120
inst_26146,101,210
inst_20469,101,210
inst_28004,101,210
inst_34997,101,120
inst_57712,101,60
inst_36449,101,60
inst_11290,101,180
inst_1674,101,120
inst_2537,101,60
inst_11812,101,90
inst_72070,101,60
inst_40737,101,180
inst_86145,101,150
inst_10058,101,60
inst_85479,101,150
inst_52474,101,210
inst_24332,101,60
inst_57656,101,180
inst_60918,101,60
inst_25012,101,60
inst_84423,101,60
inst_96333,101,150
inst_164,101,120
inst_47291,101,180
inst_16836,101,210
inst_61153,101,210
inst_62306,101,210
inst_80335,101,210
inst_65701,101,90
inst_99819,101,150
inst_100481,101,60
inst_39808,101,120
inst_35922,101,120
inst_73400,101,120
inst_90184,101,120
inst_38334,101,210
inst_102068,101,60
inst_30104,101,60
inst_65551,101,60
inst_25115,101,210
inst_961,101,210
inst_75063,101,60
inst_95658,101,210
inst_42420,101,120
inst_97538,101,60
inst_94134,101,150
inst_13192,101,60
inst_60327,101,60
inst_64987,101,120
inst_8551,101,180
inst_52006,101,180
inst_53715,101,120
inst_73051,101,210
inst_91652,101,120
inst_63847,101,120
inst_83557,101,180
inst_26834,101,180
inst_91976,101,120
inst_31359,101,120
inst_71923,101,180
inst_39616,101,180
inst_12204,101,60
inst_80555,101,180
inst_26492,101,210
inst_12915,101,60
inst_36969,101,60
inst_66612,101,60
inst_22247,101,210
inst_41870,101,120
inst_53269,101,120
inst_33853,101,210
inst_55350,101,150
inst_5279,101,210
inst_54317,101,120
inst_12432,101,150
inst_57106,101,120
inst_88291,101,150
inst_47687,101,60
inst_102823,101,180
inst_35530,101,120
inst_27608,101,180
inst_66828,101,120
inst_25117,101,90
inst_52266,101,210
inst_54142,101,120
inst_98668,101,90
inst_268,101,150
inst_93333,101,120
inst_91111,101,180
inst_35113,101,120
inst_24541,101,90
inst_56883,101,180
inst_7172,101,210
inst_25132,101,210
inst_97527,101,60
inst_58702,101,150
inst_25307,101,180
inst_98254,101,180
inst_89739,101,120
inst_4203,101,180
inst_60787,101,210
inst_31974,101,210
inst_24072,101,60
inst_101400,101,210
inst_58992,101,180
inst_59535,101,120
inst_20154,101,60
inst_62705,101,210
inst_29443,101,180
inst_81961,101,210
inst_103859,101,210
inst_31550,101,180
inst_6585,101,60
inst_25875,101,60
inst_92061,101,120
inst_7916,101,210
inst_2110,101,210
inst_39852,101,60
inst_26227,101,180
inst_86828,101,150
inst_33014,101,60
inst_3566,101,60
inst_93797,101,60
inst_82374,101,150
inst_27260,101,180
inst_48180,101,60
inst_81238,101,60
inst_103297,101,180
inst_94129,101,120
inst_9976,101,60
inst_92340,101,120
inst_17434,101,210
inst_80049,101,120
inst_53371,101,120
inst_22865,101,120
inst_66479,101,150
inst_4494,101,60
inst_39886,101,180
inst_93714,101,120
inst_18825,101,210
inst_59011,101,60
inst_80756,101,180
inst_72206,101,60
inst_69874,101,60
inst_4340,101,150
inst_85287,101,150
inst_27576,101,150
inst_28300,101,210
inst_60217,101,180
inst_47918,101,60
inst_100124,101,180
inst_33019,101,60
inst_44276,101,180
inst_37067,101,60
inst_75270,101,210
inst_97932,101,60
inst_31064,101,60
inst_16076,101,180
inst_52584,101,120
inst_25642,101,180
inst_40698,101,60
inst_92634,101,120
inst_79983,101,60
inst_64312,101,90
inst_100161,101,150
inst_94337,101,150
inst_77707,101,120
inst_13980,101,60
inst_13078,101,60
inst_38164,101,90
inst_76855,101,60
inst_17073,101,150
inst_100840,101,120
inst_6138,101,210
inst_6864,101,60
inst_14024,101,90
inst_364,101,120
inst_80772,101,180
inst_42488,101,60
inst_37394,101,60
inst_64660,101,60
inst_65524,101,60
inst_92004,101,120
inst_863,101,210
inst_62481,101,210
inst_51966,101,210
inst_67293,101,60
inst_78629,101,90
inst_3455,101,120
inst_39487,101,60
inst_53418,101,120
inst_37891,101,90
inst_78424,101,120
inst_26243,101,180
inst_97072,101,120
inst_71032,101,120
inst_29180,101,210
inst_84009,101,120
inst_55477,101,120
inst_36259,101,60
inst_97116,101,60
inst_65687,101,120
inst_24717,101,180
inst_41003,101,120
inst_31839,101,120
inst_82899,101,180
inst_75189,101,210
inst_20797,101,210
inst_92624,101,120
inst_90750,101,120
inst_80805,101,90
inst_33184,101,120
inst_43630,101,60
inst_101865,101,60
inst_96896,101,180
inst_29987,101,210
inst_34179,101,210
inst_43060,101,120
inst_87983,101,60
inst_66700,101,210
inst_60888,101,60
inst_102810,101,60
inst_53094,101,120
inst_50235,101,120
inst_97924,101,60
inst_35060,101,120
inst_8409,101,90
inst_61891,101,60
inst_32608,101,60
inst_102882,101,210
inst_12923,101,60
inst_62755,101,210
inst_67264,101,210
inst_18187,101,210
inst_89509,101,210
inst_72874,101,90
inst_3170,101,180
inst_64319,101,90
inst_63265,101,210
inst_94003,101,90
inst_10676,101,60
inst_22407,101,210
inst_21875,101,210
inst_17001,101,120
inst_96952,101,180
inst_4087,101,180
inst_27028,101,150
inst_79950,101,120
inst_84156,101,180
inst_50628,101,60
inst_51598,101,180
inst_10084,101,90
inst_95101,101,180
inst_88281,101,150
inst_70676,101,180
inst_83060,101,60
inst_11658,101,180
inst_59559,101,60
inst_11281,101,180
inst_55824,101,120
inst_54803,101,150
inst_14749,101,210
inst_20209,101,90
inst_9735,101,180
inst_4405,101,210
inst_76191,101,210
inst_82082,101,180
inst_93826,101,150
inst_103957,101,210
inst_85511,101,150
inst_42140,101,120
inst_84625,101,60
inst_45651,101,210
inst_90703,101,180
inst_64800,101,120
inst_79573,101,90
inst_53823,101,120
inst_2277,101,60
inst_24419,101,180
inst_85438,101,150
inst_46178,101,210
inst_104972,101,60
inst_18251,101,60
inst_32143,101,180
inst_4440,101,210
inst_37902,101,180
inst_51104,101,210
inst_56734,101,180
inst_42617,101,60
inst_66991,101,60
inst_12282,101,60
inst_75487,101,90
inst_52284,101,210
inst_98061,101,180
inst_43412,101,120
inst_5670,101,120
inst_103278,101,60
inst_57416,101,150
inst_97524,101,60
inst_100887,101,210
inst_94058,101,60
inst_99120,101,150
inst_15869,101,120
inst_53237,101,120
inst_64417,101,90
inst_23056,101,120
inst_6455,101,180
inst_38282,101,210
inst_13611,101,60
inst_3253,101,60
inst_45056,101,210
inst_47869,101,60
inst_58797,101,60
inst_72139,101,120
inst_35096,101,120
inst_59269,101,60
inst_50249,101,120
inst_94068,101,60
inst_14163,101,60
inst_73081,101,180
inst_50567,101,120
inst_57212,101,150
inst_70910,101,120
inst_70019,101,90
inst_92874,101,120
inst_22869,101,120
inst_16069,101,180
inst_66033,101,90
inst_77021,101,120
inst_30088,101,90
inst_54446,101,120
inst_33079,101,210
inst_57724,101,60
inst_71546,101,210
inst_101330,101,120
inst_5628,101,60
inst_47607,101,60
inst_80419,101,210
inst_99048,101,150
inst_15169,101,90
inst_49362,101,120
inst_52171,101,210
inst_50530,101,180
inst_30484,101,60
inst_90417,101,120
inst_31320,101,90
inst_5588,101,210
inst_52516,101,180
inst_51877,101,60
inst_96882,101,180
inst_50514,101,210
inst_68679,101,180
inst_4899,101,210
inst_104163,101,210
inst_75820,101,120
inst_74426,101,180
inst_36376,101,60
inst_21343,101,210
inst_7796,101,60
inst_26655,101,150
inst_81122,101,210
inst_2881,101,180
inst_30716,101,60
inst_58642,101,180
inst_11679,101,150
inst_5709,101,210
inst_102465,101,60
inst_87095,101,150
inst_61283,101,120
inst_59550,101,180
inst_35442,101,120
inst_80719,101,210
inst_46197,101,60
inst_1333,101,60
inst_38058,101,180
inst_22395,101,210
inst_57148,101,150
inst_49836,101,120
inst_59230,101,180
inst_71304,101,210
inst_52335,101,180
inst_104619,101,120
inst_88160,101,90
inst_76391,101,210
inst_73684,101,90
inst_44454,101,120
inst_76498,101,60
inst_2264,101,60
inst_89384,101,60
inst_59507,101,180
inst_62610,101,210
inst_80602,101,180
inst_22083,101,90
inst_45696,101,60
inst_97380,101,60
inst_105049,101,120
inst_104896,101,60
inst_28065,101,210
inst_1825,101,150
inst_97846,101,120
inst_87060,101,150
inst_40130,101,60
inst_13090,101,60
inst_54143,101,120
inst_87914,101,60
inst_75023,101,210
inst_33071,101,60
inst_77976,101,120
inst_7233,101,210
inst_6300,101,60
inst_84905,101,210
inst_32807,101,210
inst_42876,101,120
inst_36039,101,60
inst_5122,101,210
inst_90275,101,60
inst_57920,101,180
inst_78400,101,120
inst_27072,101,210
inst_43228,101,120
inst_92400,101,120
inst_99646,101,150
inst_91851,101,120
inst_6439,101,60
inst_52298,101,120
inst_68299,101,120
inst_53734,101,120
inst_43419,101,120
inst_58461,101,120
inst_27210,101,210
inst_2066,101,180
inst_1797,101,150
inst_29390,101,90
inst_27616,101,210
inst_19623,101,60
inst_3979,101,60
inst_67472,101,210
inst_44647,101,180
inst_40466,101,60
inst_40323,101,180
inst_68469,101,210
inst_75293,101,210
inst_5787,101,120
inst_9812,101,210
inst_24180,101,210
inst_97919,101,60
inst_16123,101,90
inst_94390,101,90
inst_100967,101,120
inst_93248,101,120
inst_25653,101,60
inst_85758,101,150
inst_38141,101,90
inst_16203,101,90
inst_54691,101,120
inst_88312,101,150
inst_100319,101,150
inst_31147,101,180
inst_81116,101,210
inst_2079,101,150
inst_49671,101,120
inst_36472,101,180
inst_37565,101,180
inst_37106,101,60
inst_24924,101,150
inst_27545,101,210
inst_98552,101,120
inst_15874,101,180
inst_7985,101,60
inst_8133,101,60
inst_75211,101,120
inst_84713,101,210
inst_71594,101,210
inst_100602,101,150
inst_38754,101,120
inst_24167,101,120
inst_56747,101,180
inst_70287,101,180
inst_60059,101,180
inst_12614,101,210
inst_85462,101,150
inst_24405,101,180
inst_60858,101,210
inst_61297,101,60
inst_63213,101,60
inst_1752,101,120
inst_87163,101,150
inst_99659,101,150
inst_16505,101,60
inst_49877,101,180
inst_72051,101,210
inst_85950,101,150
inst_21727,101,90
inst_42652,101,60
inst_77666,101,120
inst_68229,101,120
inst_23694,101,210
inst_76859,101,150
inst_82134,101,180
inst_65191,101,120
inst_100291,101,150
inst_77424,101,60
inst_42069,101,180
inst_99134,101,150
inst_70041,101,90
inst_33467,101,120
inst_55315,101,120
inst_31650,101,210
inst_7360,101,210
inst_24171,101,90
inst_93127,101,120
inst_45310,101,210
inst_29389,101,90
inst_85414,101,150
inst_5136,101,180
inst_91376,101,210
inst_98813,101,60
inst_104234,101,210
inst_29053,101,90
inst_46347,101,120
inst_51117,101,210
inst_41097,101,210
inst_28503,101,210
inst_48289,101,60
inst_6334,101,180
inst_79763,101,90
inst_15476,101,150
inst_17422,101,210
inst_3834,101,60
inst_570,101,210
inst_91818,101,120
inst_7525,101,60
inst_38264,101,180
inst_29143,101,150
inst_53835,101,120
inst_84060,101,210
inst_1388,101,120
inst_50613,101,60
inst_46609,101,120
inst_81639,101,60
inst_29514,101,180
inst_33407,101,120
inst_45460,101,180
inst_21838,101,90
inst_36731,101,180
inst_65759,101,90
inst_79265,101,60
inst_19458,101,60
inst_50832,101,120
inst_77280,101,120
inst_68905,101,180
inst_14236,101,180
inst_64783,101,120
inst_75857,101,120
inst_22442,101,180
inst_56399,101,120
inst_74934,101,210
inst_81862,101,180
inst_18442,101,90
inst_30958,101,150
inst_19007,101,180
inst_4146,101,60
inst_4461,101,120
inst_36162,101,120
inst_22786,101,210
inst_70293,101,180
inst_83590,101,180
inst_38272,101,60
inst_45269,101,210
inst_56576,101,180
inst_23153,101,60
inst_69433,101,90
inst_27067,101,180
inst_83067,101,60
inst_6723,101,180
inst_102197,101,210
inst_95177,101,150
inst_35961,101,180
inst_66943,101,60
inst_26238,101,180
inst_35435,101,180
inst_15307,101,60
inst_75862,101,120
inst_89169,101,60
inst_92160,101,120
inst_34424,101,120
inst_88493,101,150
inst_40376,101,60
inst_56388,101,120
inst_95886,101,150
inst_65122,101,60
inst_66438,101,90
inst_40958,101,210
inst_92664,101,120
inst_31486,101,60
inst_14102,101,210
inst_34293,101,120
inst_72346,101,60
inst_40788,101,210
inst_73596,101,60
inst_105193,101,60
inst_72728,101,120
inst_48216,101,60
inst_82817,101,120
inst_84398,101,210
inst_52913,101,120
inst_90092,101,120
inst_38509,101,180
inst_3235,101,60
inst_24962,101,60
inst_21912,101,210
inst_84752,101,150
inst_60513,101,60
inst_16399,101,90
inst_56231,101,120
inst_18600,101,180
inst_79399,101,90
inst_1759,101,120
inst_27456,101,210
inst_70956,101,120
inst_22375,101,90
inst_96797,101,180
inst_7159,101,60
inst_35440,101,120
inst_84066,101,150
inst_70606,101,120
inst_6614,101,60
inst_86887,101,150
inst_21219,101,210
inst_55428,101,120
inst_21312,101,210
inst_39564,101,180
inst_44430,101,180
inst_83814,101,180
inst_99297,101,150
inst_8003,101,180
inst_11002,101,120
inst_101692,101,210
inst_1077,101,60
inst_20513,101,150
inst_91701,101,210
inst_52567,101,60
inst_18546,101,120
inst_36501,101,180
inst_25191,101,90
inst_80321,101,60
inst_98407,101,180
inst_49951,101,60
inst_16064,101,180
inst_103472,101,180
inst_99937,101,150
inst_83952,101,120
inst_27038,101,210
inst_37906,101,180
inst_91545,101,60
inst_71113,101,120
inst_67477,101,210
inst_41654,101,210
inst_26541,101,150
inst_452,101,210
inst_46156,101,210
inst_40447,101,210
inst_93828,101,210
inst_42033,101,120
inst_75989,101,120
inst_51216,101,60
inst_45430,101,120
inst_35512,101,180
inst_32170,101,60
inst_88749,101,120
inst_77135,101,120
inst_14304,101,180
inst_11426,101,210
inst_46234,101,210
inst_20298,101,210
inst_89212,101,210
inst_41714,101,60
inst_75214,101,120
inst_18645,101,210
inst_68633,101,180
inst_78993,101,120
inst_3903,101,180
inst_52957,101,180
inst_10201,101,60
inst_52537,101,60
inst_23951,101,60
inst_43559,101,120
inst_99065,101,150
inst_1722,101,120
inst_60932,101,60
inst_4664,101,60
inst_5878,101,210
inst_8820,101,60
inst_42776,101,210
inst_52793,101,60
inst_57111,101,150
inst_81421,101,210
inst_86994,101,150
inst_13927,101,210
inst_98338,101,120
inst_100588,101,150
inst_48252,101,60
inst_63932,101,210
inst_94751,101,180
inst_16868,101,90
inst_92919,101,120
inst_36824,101,180
inst_27998,101,210
inst_78903,101,120
inst_8639,101,60
inst_53645,101,120
inst_89776,101,120
inst_74162,101,180
inst_21366,101,210
inst_35786,101,60
inst_4104,101,60
inst_47355,101,210
inst_31610,101,90
inst_74365,101,180
inst_61228,101,120
inst_34598,101,120
inst_12891,101,180
inst_59066,101,180
inst_75196,101,210
inst_13595,101,60
inst_26671,101,150
inst_99401,101,150
inst_103965,101,60
inst_39026,101,210
inst_84552,101,60
inst_10413,101,60
inst_71390,101,120
inst_31196,101,180
inst_48045,101,60
inst_55465,101,120
inst_45799,101,180
inst_74085,101,180
inst_75188,101,210
inst_87309,101,90
inst_33666,101,180
inst_76758,101,120
inst_73149,101,120
inst_39976,101,120
inst_88599,101,150
inst_96018,101,60
inst_86806,101,150
inst_26779,101,60
inst_101101,101,60
inst_80150,101,180
inst_62230,101,210
inst_49594,101,60
inst_90860,101,180
inst_34415,101,180
inst_907,101,210
inst_54377,101,120
inst_33578,101,60
inst_78213,101,120
inst_55391,101,120
inst_62562,101,210
inst_11225,101,180
inst_89271,101,210
inst_70950,101,120
inst_33574,101,120
inst_495,101,120
inst_47938,101,60
inst_84462,101,60
inst_30667,101,180
inst_88166,101,90
inst_71946,101,90
inst_4556,101,120
inst_34166,101,180
inst_85951,101,150
inst_41472,101,60
inst_82125,101,180
inst_2006,101,60
inst_9023,101,180
inst_90985,101,150
inst_47543,101,60
inst_54996,101,120
inst_102173,101,90
inst_10507,101,180
inst_7537,101,60
inst_22895,101,210
inst_35807,101,60
inst_32025,101,120
inst_94624,101,150
inst_74185,101,180
inst_36399,101,120
inst_33960,101,210
inst_3767,101,120
inst_32909,101,120
inst_15942,101,90
inst_103192,101,180
inst_101110,101,90
inst_80956,101,180
inst_68646,101,180
inst_4598,101,120
inst_27581,101,150
inst_45413,101,120
inst_15737,101,180
inst_87340,101,60
inst_97833,101,120
inst_85302,101,150
inst_19143,101,60
inst_96462,101,120
inst_16406,101,90
inst_28737,101,210
inst_20005,101,210
inst_1212,101,210
inst_84252,101,60
inst_68615,101,180
inst_101476,101,210
inst_9149,101,60
inst_19568,101,90
inst_102895,101,60
inst_14793,101,90
inst_24853,101,210
inst_51230,101,210
inst_104245,101,120
inst_33618,101,120
inst_92390,101,120
inst_73686,101,90
inst_65549,101,60
inst_36603,101,210
inst_79307,101,120
inst_79803,101,120
inst_91631,101,210
inst_58944,101,180
inst_23330,101,210
inst_91029,101,180
inst_48925,101,60
inst_54935,101,120
inst_74025,101,210
inst_27313,101,180
inst_44826,101,120
inst_71683,101,90
inst_57711,101,60
inst_101105,101,90
inst_75179,101,210
inst_55363,101,150
inst_72835,101,120
inst_86408,101,150
inst_86666,101,150
inst_407,101,120
inst_98608,101,120
inst_98265,101,180
inst_42321,101,60
inst_40540,101,60
inst_56600,101,150
inst_10210,101,60
inst_29615,101,180
inst_54862,101,120
inst_93864,101,90
inst_3822,101,210
inst_21010,101,120
inst_71534,101,150
inst_405,101,180
inst_2952,101,180
inst_99368,101,150
inst_89264,101,210
inst_64532,101,210
inst_38460,101,180
inst_63291,101,210
inst_77104,101,120
inst_67856,101,210
inst_60313,101,60
inst_54754,101,120
inst_28378,101,60
inst_3754,101,120
inst_84247,101,60
inst_29561,101,90
inst_28641,101,180
inst_51950,101,210
inst_29684,101,90
inst_22808,101,120
inst_44360,101,180
inst_70166,101,210
inst_78207,101,120
inst_57412,101,60
inst_102948,101,120
inst_39228,101,180
inst_12071,101,60
inst_68784,101,90
inst_16272,101,60
inst_42100,101,210
inst_98228,101,180
inst_53248,101,120
inst_4845,101,60
inst_99290,101,120
inst_4551,101,210
inst_75056,101,210
inst_21161,101,120
inst_18801,101,120
inst_36880,101,120
inst_10995,101,180
inst_104145,101,60
inst_23594,101,90
inst_18706,101,90
inst_49380,101,120
inst_28838,101,120
inst_49730,101,180
inst_43708,101,120
inst_91866,101,120
inst_95452,101,150
inst_82413,101,150
inst_64971,101,60
inst_101890,101,120
inst_62679,101,210
inst_48709,101,180
inst_29317,101,90
inst_68336,101,210
inst_79175,101,180
inst_99641,101,150
inst_49670,101,120
inst_28178,101,210
inst_58221,101,180
inst_21810,101,210
inst_40025,101,60
inst_58939,101,180
inst_30768,101,90
inst_103102,101,60
inst_69549,101,120
inst_69592,101,120
inst_98079,101,60
inst_69029,101,180
inst_20027,101,90
inst_55964,101,120
inst_73604,101,60
inst_46028,101,180
inst_43931,101,120
inst_84740,101,210
inst_96814,101,180
inst_92566,101,120
inst_82994,101,120
inst_70660,101,120
inst_26872,101,180
inst_57997,101,180
inst_52985,101,180
inst_22026,101,120
inst_63534,101,120
inst_45524,101,120
inst_18443,101,90
inst_34859,101,180
inst_48522,101,60
inst_58954,101,60
inst_55243,101,120
inst_49188,101,210
inst_68663,101,180
inst_79345,101,60
inst_103081,101,60
inst_39183,101,210
inst_26436,101,210
inst_101585,101,210
inst_83846,101,60
inst_45278,101,210
inst_3638,101,180
inst_9894,101,120
inst_102067,101,60
inst_93919,101,60
inst_99305,101,120
inst_43520,101,180
inst_103172,101,120
inst_85082,101,210
inst_92618,101,120
inst_67956,101,210
inst_71401,101,120
inst_99447,101,150
inst_50527,101,150
inst_47458,101,60
inst_26862,101,180
inst_79147,101,150
inst_6459,101,210
inst_91791,101,60
inst_67214,101,120
inst_4175,101,120
inst_23751,101,90
inst_32781,101,120
inst_11588,101,120
inst_71190,101,120
inst_17302,101,60
inst_56825,101,180
inst_31005,101,210
inst_64523,101,120
inst_61694,101,60
inst_90256,101,60
inst_4587,101,210
inst_44684,101,60
inst_30994,101,180
inst_69885,101,60
inst_28286,101,210
inst_96672,101,180
inst_1166,101,60
inst_94711,101,60
inst_59830,101,210
inst_21185,101,210
inst_27920,101,90
inst_23741,101,120
inst_76957,101,120
inst_98844,101,120
inst_4782,101,120
inst_5058,101,60
inst_15458,101,180
inst_45021,101,210
inst_20241,101,60
inst_79303,101,120
inst_57037,101,60
inst_1937,101,210
inst_24114,101,120
inst_25570,101,60
inst_90252,101,60
inst_102981,101,60
inst_71781,101,210
inst_1996,101,60
inst_29270,101,180
inst_22155,101,210
inst_38987,101,60
inst_32966,101,60
inst_57379,101,210
inst_91708,101,210
inst_103989,101,210
inst_75327,101,210
inst_3102,101,180
inst_67888,101,210
