Element,X,y
inst_11512,101,150
inst_105061,101,180
inst_87715,101,60
inst_24444,101,180
inst_97654,101,150
inst_77091,101,120
inst_37233,101,60
inst_65718,101,90
inst_82936,101,120
inst_79990,101,120
inst_62539,101,210
inst_12043,101,60
inst_13456,101,60
inst_92041,101,120
inst_25015,101,210
inst_81296,101,210
inst_84349,101,60
inst_27652,101,120
inst_37339,101,210
inst_21336,101,90
inst_85311,101,150
inst_40214,101,60
inst_64727,101,120
inst_36225,101,60
inst_77117,101,60
inst_39547,101,60
inst_23123,101,210
inst_61863,101,210
inst_8445,101,180
inst_38735,101,210
inst_70865,101,120
inst_98257,101,60
inst_76225,101,210
inst_96550,101,180
inst_13464,101,60
inst_4656,101,180
inst_23486,101,60
inst_55324,101,120
inst_40884,101,210
inst_55899,101,120
inst_94030,101,150
inst_24181,101,90
inst_101061,101,120
inst_95565,101,150
inst_7046,101,120
inst_41156,101,120
inst_84334,101,60
inst_63279,101,210
inst_2656,101,60
inst_7658,101,120
inst_95198,101,150
inst_5035,101,210
inst_66864,101,120
inst_31792,101,120
inst_72154,101,60
inst_105177,101,60
inst_79880,101,150
inst_89713,101,210
inst_94750,101,180
inst_768,101,60
inst_46418,101,210
inst_29503,101,180
inst_26217,101,180
inst_78422,101,120
inst_68949,101,210
inst_23207,101,210
inst_26882,101,150
inst_57196,101,150
inst_43377,101,60
inst_74250,101,180
inst_24836,101,180
inst_14141,101,60
inst_74435,101,180
inst_102829,101,180
inst_75086,101,210
inst_70351,101,180
inst_4243,101,210
inst_7202,101,210
inst_2685,101,210
inst_99583,101,150
inst_5816,101,210
inst_52031,101,60
inst_103708,101,210
inst_6624,101,90
inst_72318,101,60
inst_28475,101,150
inst_23269,101,120
inst_37538,101,180
inst_23583,101,210
inst_22042,101,180
inst_75494,101,60
inst_95631,101,150
inst_100509,101,150
inst_70262,101,180
inst_85865,101,150
inst_18411,101,180
inst_7932,101,120
inst_56108,101,120
inst_67300,101,60
inst_57395,101,210
inst_63980,101,120
inst_73669,101,60
inst_22370,101,120
inst_34281,101,180
inst_104047,101,60
inst_65248,101,60
inst_45306,101,210
inst_3510,101,210
inst_44602,101,60
inst_52158,101,120
inst_71876,101,60
inst_75142,101,210
inst_2084,101,150
inst_72571,101,90
inst_12538,101,60
inst_47807,101,60
inst_327,101,120
inst_9293,101,120
inst_2416,101,150
inst_43130,101,180
inst_12090,101,60
inst_47080,101,210
inst_46662,101,120
inst_77806,101,150
inst_13878,101,60
inst_85727,101,210
inst_42927,101,60
inst_95083,101,60
inst_13016,101,60
inst_58741,101,180
inst_68504,101,210
inst_25754,101,210
inst_13160,101,60
inst_39052,101,60
inst_40299,101,60
inst_104870,101,210
inst_36802,101,120
inst_9107,101,180
inst_73964,101,180
inst_1628,101,150
inst_40305,101,60
inst_97423,101,180
inst_95059,101,180
inst_44904,101,210
inst_13278,101,60
inst_749,101,210
inst_35053,101,60
inst_2109,101,210
inst_4319,101,210
inst_25551,101,60
inst_91593,101,120
inst_41579,101,120
inst_19852,101,90
inst_42935,101,60
inst_73496,101,90
inst_9501,101,120
inst_46671,101,210
inst_74222,101,180
inst_102537,101,60
inst_73561,101,90
inst_100335,101,150
inst_103990,101,210
inst_80754,101,180
inst_43560,101,120
inst_29609,101,180
inst_3062,101,150
inst_90715,101,120
inst_58753,101,120
inst_41101,101,60
inst_65012,101,60
inst_40196,101,120
inst_13921,101,210
inst_98739,101,150
inst_86866,101,150
inst_59005,101,180
inst_78561,101,120
inst_59139,101,180
inst_60679,101,210
inst_45766,101,210
inst_10240,101,60
inst_25947,101,180
inst_26173,101,210
inst_23229,101,210
inst_68675,101,180
inst_59579,101,60
inst_97082,101,180
inst_104692,101,60
inst_71150,101,120
inst_70227,101,180
inst_27044,101,210
inst_2992,101,180
inst_99307,101,120
inst_75588,101,150
inst_22139,101,210
inst_2514,101,180
inst_71735,101,120
inst_101674,101,210
inst_88919,101,210
inst_46389,101,60
inst_61466,101,60
inst_50110,101,180
inst_65192,101,120
inst_78478,101,120
inst_104419,101,60
inst_66844,101,120
inst_23926,101,60
inst_101012,101,60
inst_30328,101,180
inst_837,101,210
inst_25597,101,60
inst_1325,101,150
inst_8633,101,60
inst_96956,101,180
inst_1733,101,150
inst_13772,101,180
inst_29768,101,210
inst_28714,101,180
inst_88605,101,150
inst_60755,101,60
inst_8617,101,180
inst_79217,101,180
inst_59027,101,180
inst_44228,101,120
inst_75752,101,180
inst_590,101,210
inst_12926,101,60
inst_34211,101,180
inst_4915,101,120
inst_34433,101,180
inst_52553,101,180
inst_22807,101,210
inst_20678,101,210
inst_72333,101,120
inst_74959,101,210
inst_87431,101,60
inst_10868,101,180
inst_15316,101,60
inst_53450,101,120
inst_20669,101,210
inst_6730,101,210
inst_23831,101,90
inst_79596,101,60
inst_75733,101,210
inst_54239,101,120
inst_60815,101,210
inst_72470,101,60
inst_74485,101,210
inst_87370,101,90
inst_22653,101,150
inst_81046,101,150
inst_70425,101,180
inst_99688,101,150
inst_48732,101,60
inst_87938,101,180
inst_62412,101,210
inst_77781,101,210
inst_67947,101,210
inst_74587,101,120
inst_46321,101,210
inst_21899,101,60
inst_78622,101,90
inst_5373,101,180
inst_82580,101,60
inst_76353,101,210
inst_27926,101,90
inst_34562,101,120
inst_45882,101,120
inst_40688,101,120
inst_62260,101,90
inst_89296,101,60
inst_60459,101,60
inst_99514,101,150
inst_38879,101,210
inst_94906,101,180
inst_50954,101,60
inst_103202,101,180
inst_2273,101,60
inst_23234,101,210
inst_27815,101,210
inst_42746,101,60
inst_30186,101,60
inst_86659,101,150
inst_55785,101,120
inst_19519,101,210
inst_55705,101,120
inst_58222,101,150
inst_53752,101,120
inst_92684,101,120
inst_75913,101,120
inst_75966,101,120
inst_16215,101,90
inst_43189,101,180
inst_14969,101,210
inst_15768,101,180
inst_74046,101,210
inst_64307,101,210
inst_31694,101,120
inst_1285,101,210
inst_57701,101,180
inst_74868,101,180
inst_23267,101,90
inst_53180,101,120
inst_104708,101,120
inst_3574,101,210
inst_12575,101,210
inst_63383,101,210
inst_16952,101,90
inst_36774,101,60
inst_52262,101,210
inst_48958,101,60
inst_98712,101,150
inst_30466,101,150
inst_3481,101,210
inst_37838,101,210
inst_6518,101,210
inst_91789,101,120
inst_100133,101,150
inst_1607,101,120
inst_23060,101,210
inst_17343,101,60
inst_33386,101,120
inst_39674,101,120
inst_100888,101,210
inst_33393,101,180
inst_78269,101,120
inst_105156,101,60
inst_26004,101,180
inst_100520,101,150
inst_40528,101,180
inst_89142,101,60
inst_37595,101,210
inst_59512,101,180
inst_16395,101,90
inst_97206,101,180
inst_92947,101,120
inst_76715,101,60
inst_8693,101,210
inst_34989,101,180
inst_44227,101,120
inst_41656,101,60
inst_18676,101,210
inst_40524,101,180
inst_78887,101,180
inst_59555,101,60
inst_44039,101,60
inst_47115,101,210
inst_103282,101,180
inst_1729,101,150
inst_42173,101,60
inst_33642,101,180
inst_30771,101,60
inst_65654,101,60
inst_94571,101,150
inst_47393,101,120
inst_24854,101,90
inst_45338,101,60
inst_96632,101,180
inst_37706,101,210
inst_95642,101,210
inst_40589,101,60
inst_50450,101,120
inst_86824,101,150
inst_70631,101,120
inst_69860,101,60
inst_97533,101,60
inst_23857,101,150
inst_5933,101,180
inst_53629,101,120
inst_1725,101,60
inst_76682,101,150
inst_36483,101,180
inst_72538,101,90
inst_12604,101,210
inst_91779,101,60
inst_61698,101,210
inst_73791,101,60
inst_46502,101,210
inst_79875,101,120
inst_10546,101,180
inst_52243,101,180
inst_16610,101,90
inst_59822,101,60
inst_93932,101,120
inst_47117,101,210
inst_22882,101,180
inst_7969,101,120
inst_70655,101,120
inst_98285,101,180
inst_71109,101,120
inst_79737,101,150
inst_72822,101,180
inst_67305,101,60
inst_84897,101,210
inst_57992,101,180
inst_63751,101,90
inst_39584,101,120
inst_27583,101,150
inst_16919,101,90
inst_20787,101,210
inst_52334,101,210
inst_32497,101,60
inst_10681,101,60
inst_5265,101,60
inst_76228,101,120
inst_27892,101,60
inst_634,101,210
inst_16680,101,90
inst_47055,101,210
inst_71584,101,210
inst_27008,101,150
inst_48382,101,60
inst_56404,101,60
inst_83719,101,60
inst_14538,101,60
inst_54117,101,120
inst_79197,101,180
inst_29191,101,210
inst_4781,101,180
inst_84759,101,60
inst_22081,101,210
inst_58161,101,120
inst_91306,101,210
inst_70914,101,120
inst_33723,101,210
inst_40495,101,120
inst_40898,101,180
inst_20242,101,90
inst_27309,101,180
inst_38866,101,120
inst_74766,101,120
inst_23705,101,210
inst_60847,101,210
inst_80718,101,210
inst_92352,101,120
inst_40477,101,180
inst_74161,101,180
inst_38817,101,120
inst_80398,101,210
inst_51151,101,60
inst_47847,101,60
inst_103345,101,60
inst_31958,101,60
inst_94233,101,180
inst_64419,101,90
inst_4465,101,150
inst_83330,101,60
inst_72492,101,120
inst_42054,101,210
inst_50758,101,60
inst_67444,101,210
inst_97922,101,60
inst_56971,101,180
inst_88948,101,150
inst_90353,101,60
inst_45285,101,180
inst_92976,101,120
inst_20192,101,90
inst_8264,101,60
inst_16973,101,90
inst_57663,101,180
inst_60613,101,60
inst_5983,101,60
inst_58581,101,210
inst_13232,101,180
inst_14330,101,150
inst_82740,101,120
inst_93288,101,210
inst_54893,101,120
inst_61387,101,60
inst_38809,101,60
inst_67998,101,210
inst_98162,101,150
inst_53852,101,120
inst_24643,101,210
inst_17899,101,120
inst_71964,101,60
inst_36574,101,60
inst_38998,101,120
inst_77389,101,120
inst_97242,101,180
inst_51334,101,210
inst_33003,101,60
inst_64633,101,210
inst_36881,101,120
inst_5521,101,60
inst_15670,101,90
inst_68971,101,210
inst_78181,101,120
inst_83875,101,120
inst_23248,101,210
inst_65143,101,90
inst_92835,101,120
inst_77528,101,120
inst_3641,101,60
inst_47420,101,60
inst_49180,101,210
inst_7352,101,180
inst_97224,101,180
inst_103444,101,210
inst_51842,101,120
inst_58012,101,180
inst_47190,101,210
inst_39739,101,120
inst_88333,101,150
inst_3651,101,210
inst_92625,101,120
inst_86477,101,150
inst_313,101,120
inst_7155,101,120
inst_87066,101,150
inst_48001,101,60
inst_49450,101,60
inst_51424,101,210
inst_34011,101,60
inst_63420,101,60
inst_14448,101,180
inst_96373,101,150
inst_29761,101,210
inst_90640,101,120
inst_86249,101,60
inst_51555,101,210
inst_60277,101,60
inst_27392,101,180
inst_89649,101,120
inst_9006,101,120
inst_50422,101,180
inst_20488,101,210
inst_93387,101,210
inst_23016,101,90
inst_17581,101,180
inst_63566,101,120
inst_41820,101,60
inst_101194,101,210
inst_20097,101,180
inst_64145,101,60
inst_102333,101,210
inst_63447,101,120
inst_99767,101,150
inst_71963,101,90
inst_88441,101,150
inst_30837,101,60
inst_65058,101,90
inst_2025,101,60
inst_42144,101,210
inst_8039,101,120
inst_81271,101,210
inst_80787,101,90
inst_34341,101,120
inst_28622,101,180
inst_93551,101,60
inst_18040,101,180
inst_56958,101,180
inst_72500,101,90
inst_32114,101,60
inst_34327,101,180
inst_94494,101,150
inst_44833,101,60
inst_19443,101,210
inst_56133,101,120
inst_38146,101,210
inst_66259,101,180
inst_90266,101,120
inst_73362,101,120
inst_77944,101,120
inst_19421,101,210
inst_33672,101,90
inst_50273,101,180
inst_46912,101,210
inst_75390,101,210
inst_68358,101,180
inst_24919,101,90
inst_40677,101,60
inst_88136,101,90
inst_40683,101,60
inst_50035,101,180
inst_78678,101,120
inst_102737,101,150
inst_29654,101,180
inst_4416,101,60
inst_92339,101,120
inst_41096,101,210
inst_16292,101,90
inst_84573,101,120
inst_36212,101,210
inst_56255,101,120
inst_37197,101,180
inst_33524,101,60
inst_69829,101,180
inst_73626,101,60
inst_44424,101,180
inst_17806,101,60
inst_8350,101,210
inst_23739,101,210
inst_88411,101,60
inst_889,101,90
inst_74852,101,180
inst_88621,101,150
inst_64820,101,120
inst_88331,101,120
inst_66802,101,120
inst_61098,101,60
inst_77539,101,180
inst_86583,101,60
inst_30099,101,60
inst_57172,101,150
inst_66203,101,120
inst_75417,101,210
inst_22540,101,210
inst_7038,101,120
inst_44146,101,120
inst_94037,101,150
inst_27513,101,60
inst_66056,101,120
inst_64726,101,120
inst_43073,101,180
inst_4140,101,210
inst_5508,101,60
inst_61652,101,60
inst_35112,101,120
inst_77581,101,120
inst_89596,101,60
inst_48498,101,60
inst_56915,101,180
inst_53232,101,120
inst_27358,101,180
inst_85686,101,210
inst_69367,101,120
inst_77853,101,180
inst_12511,101,60
inst_55882,101,120
inst_8697,101,120
inst_40054,101,60
inst_13206,101,60
inst_24809,101,210
inst_42664,101,120
inst_38182,101,120
inst_104318,101,210
inst_77020,101,120
inst_68007,101,210
inst_105207,101,120
inst_31873,101,180
inst_77225,101,60
inst_2710,101,120
inst_95830,101,210
inst_39165,101,120
inst_5565,101,180
inst_33104,101,180
inst_48135,101,60
inst_31911,101,210
inst_46476,101,210
inst_10305,101,60
inst_51500,101,120
inst_82201,101,60
inst_100671,101,150
inst_34088,101,60
inst_57944,101,180
inst_20742,101,210
inst_48995,101,60
inst_33303,101,210
inst_43680,101,120
inst_46157,101,120
inst_66172,101,180
inst_36248,101,120
inst_80840,101,210
inst_17388,101,90
inst_103620,101,60
inst_54212,101,120
inst_102844,101,60
inst_47003,101,210
inst_74246,101,180
inst_100314,101,150
inst_72392,101,180
inst_97277,101,180
inst_80762,101,180
inst_80734,101,90
inst_27796,101,210
inst_82895,101,180
inst_27840,101,120
inst_7721,101,60
inst_23946,101,210
inst_93327,101,120
inst_5519,101,210
inst_31446,101,210
inst_78842,101,120
inst_66686,101,210
inst_45142,101,180
inst_91828,101,120
inst_87903,101,60
inst_72957,101,210
inst_48691,101,180
inst_79126,101,120
inst_6854,101,210
inst_21080,101,210
inst_55028,101,120
inst_28294,101,210
inst_5917,101,210
inst_49696,101,120
inst_20500,101,210
inst_64034,101,120
inst_25585,101,60
inst_93447,101,210
inst_48920,101,60
inst_85282,101,150
inst_60831,101,210
inst_86494,101,60
inst_13789,101,60
inst_60740,101,60
inst_51496,101,210
inst_60576,101,210
inst_12534,101,210
inst_22285,101,90
inst_44756,101,120
inst_87774,101,150
inst_41317,101,180
inst_21978,101,90
inst_94511,101,180
inst_85341,101,210
inst_81879,101,180
inst_47857,101,60
inst_38268,101,120
inst_9114,101,210
inst_52896,101,120
inst_52293,101,120
inst_97612,101,120
inst_104332,101,210
inst_38379,101,60
inst_1350,101,150
inst_43015,101,180
inst_7189,101,210
inst_3424,101,120
inst_81689,101,60
inst_66530,101,150
inst_56272,101,120
inst_26261,101,180
inst_45692,101,210
inst_74121,101,180
inst_56563,101,150
inst_72830,101,120
inst_71551,101,210
inst_1056,101,120
inst_62240,101,210
inst_3105,101,180
inst_49612,101,150
inst_26520,101,150
inst_33476,101,120
inst_101671,101,210
inst_6606,101,120
inst_989,101,180
inst_65073,101,90
inst_39917,101,120
inst_29706,101,120
inst_53627,101,120
inst_10879,101,60
inst_19569,101,60
inst_33856,101,210
inst_82674,101,180
inst_38117,101,120
inst_96267,101,150
inst_39537,101,60
inst_19913,101,210
inst_11331,101,180
inst_73104,101,180
inst_72743,101,90
inst_66379,101,210
inst_53757,101,120
inst_41379,101,180
inst_1710,101,120
inst_4052,101,60
inst_62057,101,210
inst_42237,101,120
inst_29452,101,180
inst_27794,101,180
inst_15783,101,120
inst_47629,101,60
inst_101717,101,60
inst_95737,101,120
inst_79757,101,90
inst_16204,101,180
inst_4764,101,120
inst_29129,101,150
inst_46757,101,60
inst_84080,101,210
inst_49424,101,60
inst_79492,101,120
inst_22907,101,210
inst_91308,101,210
inst_24843,101,210
inst_100379,101,150
inst_81325,101,60
inst_100933,101,90
inst_3547,101,210
inst_46106,101,60
inst_78188,101,120
inst_65939,101,90
inst_47535,101,60
inst_57074,101,180
inst_32218,101,120
inst_55416,101,120
inst_74301,101,180
inst_21949,101,90
inst_4685,101,150
inst_64029,101,120
inst_16762,101,90
inst_85196,101,210
inst_9159,101,180
inst_21333,101,180
inst_25896,101,210
inst_31866,101,60
inst_42686,101,60
inst_46126,101,120
inst_56530,101,180
inst_33638,101,210
inst_68608,101,180
inst_94645,101,180
inst_81225,101,60
inst_59123,101,180
inst_88112,101,90
inst_35289,101,120
inst_48262,101,60
inst_55811,101,120
inst_102277,101,150
inst_52974,101,180
inst_64492,101,120
inst_1175,101,120
inst_69239,101,120
inst_20750,101,210
inst_91875,101,120
inst_15866,101,120
inst_15883,101,90
inst_69935,101,120
inst_40212,101,60
inst_11479,101,210
inst_33022,101,60
inst_5086,101,210
inst_79200,101,180
inst_47296,101,60
inst_71678,101,210
inst_60829,101,210
inst_69629,101,60
inst_66676,101,210
inst_6486,101,60
inst_36412,101,180
inst_17901,101,120
inst_51351,101,210
inst_69337,101,120
inst_76586,101,120
inst_51760,101,210
inst_81477,101,60
inst_75329,101,210
inst_16410,101,210
inst_89682,101,210
inst_91272,101,210
inst_67084,101,120
inst_25499,101,120
inst_75840,101,120
inst_30150,101,180
inst_47026,101,210
inst_93566,101,120
inst_696,101,180
inst_63188,101,60
inst_33545,101,120
inst_96314,101,150
inst_91474,101,210
inst_9804,101,120
inst_97511,101,60
inst_32203,101,210
inst_46008,101,60
inst_64937,101,60
inst_101655,101,120
inst_56674,101,180
inst_76091,101,150
inst_9702,101,180
inst_85838,101,150
inst_58341,101,180
inst_61779,101,60
inst_87357,101,120
inst_74480,101,210
inst_16588,101,90
inst_95066,101,180
inst_52055,101,180
inst_34861,101,210
inst_31528,101,120
inst_59978,101,60
inst_23757,101,120
inst_2639,101,120
inst_17168,101,120
inst_85312,101,150
inst_41524,101,120
inst_32270,101,60
inst_90797,101,150
inst_74433,101,180
inst_38094,101,120
inst_80195,101,210
inst_18933,101,60
inst_25164,101,120
inst_84107,101,210
inst_86612,101,150
inst_35084,101,180
inst_38376,101,120
inst_16796,101,90
inst_38595,101,120
inst_49599,101,60
inst_84659,101,150
inst_39819,101,120
inst_92750,101,120
inst_85525,101,150
inst_80448,101,150
inst_98836,101,120
inst_3221,101,150
inst_104320,101,210
inst_16856,101,90
inst_39704,101,210
inst_2538,101,60
inst_46582,101,210
inst_74343,101,180
inst_47085,101,120
inst_23157,101,210
inst_104803,101,60
inst_18390,101,120
inst_34073,101,120
inst_64789,101,120
inst_22053,101,90
inst_97958,101,120
inst_82462,101,120
inst_71554,101,210
inst_54951,101,120
inst_20545,101,210
inst_24129,101,90
inst_18326,101,180
inst_58180,101,90
inst_13552,101,90
inst_70271,101,120
inst_61058,101,60
inst_25973,101,210
inst_47054,101,210
inst_9372,101,60
inst_18204,101,90
inst_96168,101,150
inst_62202,101,210
inst_79541,101,150
inst_43633,101,60
inst_11678,101,180
inst_22738,101,60
inst_19768,101,210
inst_49058,101,60
inst_100116,101,150
inst_59146,101,180
inst_4512,101,210
inst_18122,101,210
inst_65978,101,90
inst_14308,101,150
inst_103577,101,60
inst_1169,101,60
inst_104578,101,60
inst_56215,101,120
inst_88254,101,60
inst_104460,101,210
inst_14776,101,210
inst_70203,101,210
inst_15310,101,60
inst_23364,101,210
inst_49178,101,120
inst_44334,101,120
inst_50079,101,150
inst_11273,101,180
inst_77296,101,120
inst_77696,101,120
inst_30450,101,210
inst_22020,101,150
inst_34393,101,210
inst_50969,101,210
inst_86170,101,150
inst_43590,101,180
inst_43734,101,120
inst_94950,101,60
inst_104982,101,60
inst_9498,101,60
inst_24413,101,210
inst_102831,101,180
inst_92415,101,60
inst_66710,101,90
inst_71225,101,90
inst_100420,101,150
inst_23936,101,60
inst_4504,101,180
inst_80746,101,180
inst_62811,101,210
inst_100947,101,60
inst_88867,101,150
inst_47051,101,210
inst_104508,101,120
inst_72842,101,60
inst_74103,101,180
inst_7673,101,60
inst_51945,101,180
inst_67437,101,120
inst_30651,101,210
inst_17533,101,150
inst_90644,101,210
inst_60032,101,180
inst_26811,101,210
inst_94232,101,180
inst_93311,101,210
inst_28658,101,180
inst_42571,101,60
inst_73454,101,90
inst_42819,101,120
inst_56316,101,120
inst_13610,101,60
inst_97537,101,60
inst_92252,101,120
inst_55118,101,150
inst_27877,101,60
inst_13384,101,210
inst_67777,101,210
inst_843,101,120
inst_70498,101,180
inst_18458,101,60
inst_80936,101,180
inst_60204,101,60
inst_77298,101,120
inst_7920,101,120
inst_3755,101,60
inst_34992,101,120
inst_86218,101,150
inst_49389,101,120
inst_72047,101,210
inst_52342,101,60
inst_60568,101,210
inst_86713,101,150
inst_47359,101,60
inst_88601,101,150
inst_26687,101,150
inst_104984,101,120
inst_52045,101,120
inst_98825,101,120
inst_60957,101,60
inst_72550,101,90
inst_36743,101,210
inst_53684,101,120
inst_55384,101,120
inst_103892,101,60
inst_56184,101,120
inst_17877,101,60
inst_97325,101,150
inst_78756,101,150
inst_19979,101,210
inst_76320,101,120
inst_75254,101,120
inst_49473,101,60
inst_98524,101,60
inst_45710,101,180
inst_82245,101,60
inst_44853,101,60
inst_95280,101,180
inst_90736,101,120
inst_15202,101,150
inst_77623,101,120
inst_22844,101,180
inst_99400,101,150
inst_96362,101,150
inst_95633,101,150
inst_50510,101,210
inst_69257,101,210
inst_14423,101,180
inst_4703,101,180
inst_100956,101,120
inst_92291,101,120
inst_4606,101,210
inst_79291,101,120
inst_33683,101,60
inst_69751,101,60
inst_90139,101,210
inst_94606,101,150
inst_37302,101,210
inst_84122,101,210
inst_94491,101,180
inst_81389,101,180
inst_73349,101,210
inst_97333,101,150
inst_88530,101,120
inst_1378,101,180
inst_26350,101,210
inst_47407,101,60
inst_100296,101,150
inst_91799,101,60
inst_34301,101,210
inst_43996,101,180
inst_97360,101,150
inst_35349,101,60
inst_31520,101,210
inst_93049,101,120
inst_70186,101,180
inst_31238,101,90
inst_47106,101,60
inst_72092,101,90
inst_9150,101,60
inst_92263,101,120
inst_67943,101,210
inst_59396,101,210
inst_52814,101,120
inst_37227,101,120
inst_13581,101,120
inst_69017,101,210
inst_1514,101,120
inst_43192,101,120
inst_73557,101,90
inst_62085,101,120
inst_67385,101,90
inst_4510,101,210
inst_53544,101,120
inst_57639,101,180
inst_63157,101,210
inst_27132,101,210
inst_78298,101,120
inst_3750,101,60
inst_95848,101,150
inst_96255,101,150
inst_64710,101,210
inst_97569,101,180
inst_40593,101,60
inst_84285,101,60
inst_10897,101,180
inst_100202,101,120
inst_74494,101,210
inst_84083,101,210
inst_10912,101,210
inst_40872,101,60
inst_100762,101,150
inst_23098,101,210
inst_85795,101,150
inst_44245,101,210
inst_31681,101,210
inst_65290,101,120
inst_85845,101,150
inst_9307,101,210
inst_48529,101,60
inst_23674,101,210
inst_68502,101,60
inst_90340,101,150
inst_66373,101,210
inst_29671,101,90
inst_28023,101,180
inst_46054,101,60
inst_103787,101,180
inst_33460,101,120
inst_72551,101,90
inst_36681,101,60
inst_10313,101,60
inst_97766,101,120
inst_68307,101,120
inst_64101,101,120
inst_5658,101,60
inst_49854,101,120
inst_13506,101,60
inst_23473,101,180
inst_43855,101,60
inst_2388,101,120
inst_9758,101,120
inst_37518,101,180
inst_72466,101,90
inst_22669,101,210
inst_74133,101,180
inst_87486,101,150
inst_12488,101,60
inst_97134,101,120
inst_84814,101,210
inst_97778,101,120
inst_88199,101,150
inst_22363,101,150
inst_56109,101,120
inst_7744,101,120
inst_67871,101,210
inst_44896,101,180
inst_46988,101,120
inst_76629,101,180
inst_31983,101,60
inst_94830,101,150
inst_63738,101,60
inst_95311,101,150
inst_54245,101,120
inst_18608,101,90
inst_33219,101,180
inst_27635,101,120
inst_98125,101,120
inst_60374,101,60
inst_73369,101,120
inst_100914,101,90
inst_26949,101,120
inst_10130,101,60
inst_92334,101,120
inst_51389,101,210
inst_44279,101,60
inst_92842,101,120
inst_27719,101,60
inst_94964,101,60
inst_64012,101,120
inst_54896,101,120
inst_90129,101,150
inst_100721,101,150
inst_91825,101,120
inst_92736,101,120
inst_62171,101,90
inst_67668,101,180
inst_13903,101,210
inst_6510,101,60
inst_83983,101,180
inst_73542,101,60
inst_27850,101,120
inst_28369,101,210
inst_57973,101,180
inst_25764,101,180
inst_45258,101,210
inst_80594,101,180
inst_38169,101,120
inst_22318,101,90
inst_45902,101,120
inst_102044,101,60
inst_35976,101,120
inst_46866,101,210
inst_90954,101,180
inst_100870,101,210
inst_63027,101,90
inst_78351,101,120
inst_78615,101,60
inst_80038,101,120
inst_32865,101,60
inst_91515,101,210
inst_29077,101,90
inst_45946,101,120
inst_101180,101,60
inst_4744,101,210
inst_72488,101,120
inst_7229,101,120
inst_18698,101,60
inst_12868,101,180
inst_6667,101,60
inst_65071,101,90
inst_51602,101,180
inst_91100,101,150
inst_46803,101,60
inst_102527,101,150
inst_53865,101,120
inst_64608,101,210
inst_42072,101,120
inst_73455,101,90
inst_51556,101,210
inst_975,101,210
inst_7928,101,210
inst_28724,101,90
inst_38331,101,60
inst_61559,101,60
inst_102755,101,210
inst_81874,101,180
inst_76533,101,60
inst_49381,101,120
inst_18098,101,90
inst_52972,101,180
inst_43381,101,210
inst_35121,101,180
inst_83986,101,120
inst_46754,101,120
inst_79716,101,90
inst_45136,101,180
inst_8359,101,60
inst_97286,101,180
inst_14189,101,60
inst_49884,101,60
inst_80408,101,210
inst_64303,101,210
inst_68467,101,120
inst_51258,101,180
inst_46396,101,60
inst_104608,101,60
inst_46649,101,210
inst_19245,101,210
inst_72545,101,90
inst_88461,101,120
inst_88694,101,150
inst_14734,101,210
inst_23549,101,120
inst_76209,101,120
inst_61212,101,60
inst_74512,101,180
inst_49253,101,60
inst_69413,101,120
inst_90345,101,120
inst_21484,101,210
inst_44261,101,120
inst_24256,101,180
inst_69399,101,90
inst_22635,101,180
inst_87227,101,150
inst_60559,101,210
inst_72851,101,90
inst_2991,101,180
inst_91551,101,120
inst_31940,101,210
inst_100838,101,150
inst_55743,101,120
inst_14171,101,60
inst_96642,101,180
inst_73206,101,210
inst_1864,101,60
inst_53434,101,120
inst_12137,101,60
inst_104086,101,60
inst_42074,101,120
inst_104613,101,120
inst_1956,101,150
inst_73421,101,120
inst_26097,101,90
inst_48569,101,60
inst_80819,101,180
inst_80922,101,120
inst_95854,101,150
inst_28806,101,180
inst_8843,101,60
inst_93066,101,120
inst_58952,101,120
inst_103522,101,210
inst_64390,101,120
inst_14471,101,180
inst_44781,101,210
inst_43872,101,60
inst_28013,101,210
inst_103908,101,60
inst_85344,101,150
inst_42342,101,120
inst_7477,101,60
inst_96426,101,120
inst_87489,101,60
inst_72124,101,120
inst_50209,101,60
inst_12404,101,210
inst_88817,101,150
inst_97991,101,180
inst_10684,101,210
inst_34162,101,60
inst_28934,101,210
inst_77035,101,120
inst_6262,101,120
inst_25900,101,180
inst_39391,101,180
inst_27211,101,210
inst_17257,101,90
inst_67082,101,120
inst_15932,101,180
inst_32681,101,120
inst_102631,101,210
inst_92678,101,120
inst_97238,101,180
inst_29852,101,60
inst_33412,101,210
inst_2280,101,60
inst_53485,101,120
inst_42059,101,60
inst_83974,101,180
inst_51041,101,210
inst_49009,101,60
inst_91277,101,210
inst_93696,101,60
inst_52148,101,180
inst_635,101,210
inst_3706,101,60
inst_82102,101,180
inst_28570,101,210
inst_85528,101,150
inst_93422,101,120
inst_93660,101,60
inst_15782,101,120
inst_8203,101,210
inst_97742,101,120
inst_91373,101,210
inst_1290,101,90
inst_2815,101,210
inst_52093,101,120
inst_8337,101,180
inst_85903,101,150
inst_54287,101,120
inst_91269,101,210
inst_104317,101,210
inst_67942,101,210
inst_70178,101,180
inst_60687,101,60
inst_39877,101,60
inst_30264,101,210
inst_18563,101,60
inst_17610,101,150
inst_15742,101,90
inst_84959,101,150
inst_45871,101,120
inst_81864,101,180
inst_60700,101,60
inst_63731,101,120
inst_77233,101,60
inst_89942,101,60
inst_21622,101,210
inst_6689,101,210
inst_48618,101,180
